"w-full src","ellipsis-2","text-caption","text-body2-strong","flex","w-full src 2","ellipsis-2 2","flex href 4","text-caption 2","text-body2-strong 2","flex href 5","flex 2","w-full src 3","ellipsis-2 3","text-caption 3","text-body2-strong 3","flex 3","w-full src 4","ellipsis-2 4","flex href 9","text-caption 4","text-body2-strong 4","flex href 10","flex 4","w-full src 5","ellipsis-2 5","text-caption 5","text-body2-strong 5","flex href 12","flex 5","flex href 13","flex href 14","flex href 15","text-caption 6","w-full src 6","flex href 16","text-body2-strong 6","text-neutral-300","text-body2-strong 7","text-neutral-300 2"
"https://dkstatics-public.digikala.com/digikala-products/e4c5895770f3c0e1d5e16ebaeeb1283b64e5f28b_1771171554.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","درپوش هدلایت خودرو مدل bio کد 103 بسته دو عددی","موجود در انبار دیجی کالا","۴","۱۵۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/d59ead96b2951743b585bb00361d815779841fdc_1783452828.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش صندلی خودرو پارچه ای 10 تیکه مدل VIP مناسب برای پژو 405","[object Object]","موجود در انبار دیجی کالا","۴","[object Object]","۴,۹۵۴,۹۵۰","https://dkstatics-public.digikala.com/digikala-products/8baca8d6ea24c9bcd4a15df738df8f2fb9b46461_1733922043.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","درب موتور برف پاک کن کد bbz-392 مناسب برای تیبا","تنها ۳ عدد در انبار باقی مانده","۴","۵۰۷,۳۶۰","https://dkstatics-public.digikala.com/digikala-products/69281ce6fd2c28b1ca8a9891654fcd547f4312e1_1607254692.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","ردیاب خودرو وایزر مدل F150 با موقعیت‌یابی دقیق GPS، هشدار حرکت و باز شدن درب، ارسال SOS، کنترل روشن و خاموش کردن خودرو و قابلیت قفل و باز کردن درب خودرو از راه دور","[object Object]","موجود در انبار دیجی کالا","۴.۱","[object Object]","۱۱,۹۵۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/a42d55cf618ff52a2d4f7a61e1afe4ef1af797b4_1744470179.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","دندون سپر خودرو اس پی اس کد RID مجموعه 2عددی","","","","۷۵,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۲۳٪","۶,۴۳۵,۰۰۰","",""
"https://dkstatics-public.digikala.com/digikala-products/5830a1a8ab491827e8c93d0d989260a610368311_1767124966.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","قاب کلید شیشه بالابر جلو راست کروز پلاس مدل مالتی پلکس مناسب برای سمند سورن با جنس پلاستیک و نصب آسان در درب جلو خودرو","موجود در انبار دیجی کالا","۴.۸","۱۵۹,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/19b2e54cc2afac2e688388db19e4c1e598913057_1755684546.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش فرمان پارچه‌ای پشمی مدل 01 مناسب پژو 206 و پژو 207 با قطر 38 سانتی‌متر، نصب آسان، تراکم بالا و دوام مقاوم در برابر پرزدهی و تغییر شکل، مناسب استفاده در تمام فصل‌ها","[object Object]","موجود در انبار دیجی کالا","۳.۸","[object Object]","۳۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/67b934b6cd2456ba938616381ca1b208e0246378_1607539585.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","بوق خودرو مدل 1011 بسته دو عددی با فیش و رله مخصوص، صدای مشابه بوق بوش فابریک، ساخت ایران و دارای هولوگرام اصالت و کیفیت","تنها ۲ عدد در انبار باقی مانده","۴.۱","۴,۲۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/f672c80120a500a851c2cd24f03fd39b8e76b273_1778486528.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب درب باک خودرو طرح استیل کد PG مناسب برای پژو پارس و 405","","","۳.۷","[object Object]","۱۶۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/5bb1a8d7aaa56de775158e37da943294e1af0546_1775655419.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کارواش شارژی خانگی و نیمه‌صنعتی ویوارکس مدل VR2425V2-PW با توان موتور 20 وات، فشار آب 50 بار، دبی آب 3.5 لیتر در دقیقه و قابلیت مکش خودکار آب","ارسال ۳ ساعته فروشنده","۳.۷","[object Object]","۶,۵۰۰,۰۰۰","[object Object]","[object Object]","","","","","","","",""
"https://dkstatics-public.digikala.com/digikala-products/c4f30c88c1c2bcfa0cfe6fc668cbdd19ea1f5779_1761166484.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آرم فلزی وسط غربیلک فرمان چیکال مدل K-632 مناسب پژو 206 با مقاومت در برابر آب، نور خورشید و دما","ارسال سریع دیجی‌کالا","۳.۷","۹۸,۴۹۰","https://dkstatics-public.digikala.com/digikala-products/dd9832e16027ec55b84f096bcba13b71244f0c7c_1727682653.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نوار درزگیر و صداگیر درب خودرو پنج لایه طول 4.5 متر با چسب 2 طرفه، عایق حرارتی و صوتی، کاهش نفوذ صدا، گرد و غبار و آب، نصب آسان روی لبه درب، کاپوت و صندوق عقب تمام خودروها","[object Object]","موجود در انبار دیجی کالا","۳.۹","[object Object]","۳۵۴,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/7839d711fab0f1ecd12f5d62b2e6295e69f31db0_1665647136.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آرم صندوق عقب خودرو چیکال مدل P-232-PEOT مناسب پژو 206 با نصب آسان و همراه چسب دو طرفه، طراحی تمام حروف لاتین چسبیده","تنها ۲ عدد در انبار باقی مانده","۳.۵","۹۳,۶۴۰","https://dkstatics-public.digikala.com/digikala-products/5e987e9ef1b4821fd6191f3481cf90a240ac37ca_1723620037.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","پد ژله‌ای محافظ دکمه فرمان و مانیتور خودرو پژو 207 وارون مدل P-758 مجموعه 18 عددی، ساخته شده از رزین پلی اورتان، ضد حرارت و خط‌خوردگی، چسبندگی قوی بدون باقی‌ماندن اثر چسب و نصب آسان","[object Object]","موجود در انبار دیجی کالا","۳.۸","[object Object]","۵۴۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/4ac0acafb2ce9d1076180889a84512503588e93a_1693068252.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کفپوش سه بعدی خودرو بابل کارپت مدل لاکچری مناسب برای پراید","ارسال ۳ ساعته فروشنده","۳.۶","[object Object]","۳,۶۳۹,۱۶۰","[object Object]","","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۷٪","۳,۹۲۸,۵۹۰","",""
"https://dkstatics-public.digikala.com/digikala-products/9f3af30d23f32d0820eb38f9931f44877d2044d4_1661052357.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب پلاک خودرو قطعه سازان کبیر مدل CHS-IR-787 بسته 2 عددی","ارسال سریع دیجی‌کالا","۳.۶","۶۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/4280d8f38a0f17a03bf90fc7aa681b2288ed265a_1764409920.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کمپرسور باد 55 وات پرودو مدل LFS181","[object Object]","ارسال سریع دیجی‌کالا","۴.۵","[object Object]","۳,۷۹۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/f8f3ace100457ac98843e71e188c39716518b3e7_1752083608.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","محافظ کنج درب خودرو مثلثی پلاستیکی بسته 2 عددی مناسب درب جلو سمت چپ و راست با نصب چسبی مقاوم در برابر ضربه، خراشیدگی و شستشو برای تمام خودروهای بنزینی","موجود در انبار دیجی کالا","۳.۷","۱۱۸,۴۳۰","https://dkstatics-public.digikala.com/digikala-products/8cc56375d980ab2c16c96a7e42d738e71eb96bd1_1724357144.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کیف نظم دهنده صندوق عقب خودرو مدل Change از جنس نمد و برزنت با فوم ضخیم، دارای 3 محفظه و جیب جانبی، دستگیره برزنتی و زیپ فلزی، مناسب خودروهای سواری، ابعاد 45x25x39 سانتی‌متر و قابلیت شستشو در ماشین لباسشویی","[object Object]","موجود در انبار دیجی کالا","۴.۶","[object Object]","۸۹۷,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1acbda2ed1665b54175a195da4fda2319de0a342_1760343563.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","صداگیر قفل درب خودرو پلاستیکی مجموعه 4 عددی مدل orm مناسب پژو 405، پژو پارس، سمند، سمند LX، سمند سورن، وانت آریسان 1، دنا و دنا پلاس با طراحی دقیق برای کاهش صدای لق‌لق و جیر جیر قفل و افزایش کیپ شدن درب","","۳.۴","[object Object]","۳۰۰,۰۰۰","[object Object]","","[object Object]","ارسال سریع دیجی‌کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","[object Object]","۲۹٪","۵,۳۳۷,۰۰۰","۳۱٪","۱,۳۰۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/f296f6564926b0d734ed4dbd257136cb6bb396f0_1768376687.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","ست کامل روکش صندلی خودرو چرمی مناسب پژو 405 جدید با ابر 6 میل، ضدآب، مقاوم در برابر دما، قابل شست‌وشو همراه با پشتی گردنی و جا موبایلی مدل vip","ارسال فروشنده","۴.۲","۵,۹۹۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/3f4c81a6a35dcefb490f2b51b873b4b171ba5e96_1698068284.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","زه استیل آبگیر 4 عددی مناسب برای سایپا پراید 111، 131، 132، 141 و پراید صبا با چسب 2 طرفه، نصب آسان و مقاومت در برابر زنگ زدگی","[object Object]","موجود در انبار دیجی کالا","۳.۴","[object Object]","۸۶۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/bab7d631bf91333a4fa192deb00af425f5804dbf_1781088057.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","رادار چشمی مدل Pro Magicar سه سیم","ارسال سریع دیجی‌کالا","۴","۳۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/a5c6b32008501d2a61dc187f50372f6eab65f68c_1698066764.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","سردنده مدل آرسی فلزی و پلاستیکی براق مناسب پژو 206، پژو 207، رانا و رانا پلاس خوش‌دست","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۵۶۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/f919a71f4969e49be6ddbabe08ec34ff52b19a79_1731057340.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","میله و دسته بالابر جک خودرو چیکال مدل B-11 مناسب برای تیبا","","۴.۲","[object Object]","۱۴۵,۴۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","[object Object]","","","",""
"https://dkstatics-public.digikala.com/digikala-products/730f77b95710eab4f6c7b4da16c02cfb0f52a0b6_1741447606.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","صفحه کیلومتر لیون کد 01 مناسب برای پراید صبا","موجود در انبار دیجی کالا","۳.۸","۳۴۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/e2517719b5d63e8c2a52bd89990314c3c4f7a37a_1638172612.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب بدنه خودرو طرح لچکی مناسب برای پژو بسته دو عددی کد 135AZ 01 با طراحی مقاوم و نصب آسان","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۷۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/8543863ee1c2d30b8f115a56f4f7d6325bb485a5_1781610497.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","تیغه شیشه پاک کن مدل دو تیغه","موجود در انبار دیجی کالا","۴.۱","۱۸۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/113789111.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","ال وایر آبی با ترانس 12 ولت، طول 2 متر، نوردهی 360 درجه، انعطاف‌پذیر و بدون ایجاد گرما، مناسب تزئین خودرو و سطوح صاف با قابلیت قیچی کردن و افزایش طول مدل dan0040","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۲۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/9799a7d76349246da893a36a8aba89e7a1d359b5_1731229388.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نگهدارنده درب صندوق عقب فشاری مدل 00574 مناسب برای پژو 405 و پژو پارس با نصب آسان و کاربرد فنی و تزئینی","","۴.۱","[object Object]","۹۷,۰۰۰","[object Object]","","[object Object]","ارسال سریع دیجی‌کالا","","[object Object]","","","",""
"https://dkstatics-public.digikala.com/digikala-products/6313412730ad7fbf017c387d941e9f252bf16288_1673874399.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","جک خودرو شرکت صنعتی مددرویان مدل AYC069 با ظرفیت 1.5 تن، مناسب برای پژو 405 و پژو پارس، وزن 1 کیلوگرم","ارسال فروشنده","۴.۳","۱,۵۹۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/8f32674879de99caae27fb451b1331c8e0ecf9c4_1697277511.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","چادر خودرو آرال اسپرت مدل ARALPRO - M مناسب برای کوئیک","[object Object]","ارسال فروشنده","۴.۱","[object Object]","۴,۳۱۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/2b2fc8efb0a27d662446ee30c0cc07d117822bd8_1686200505.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","سطل زباله خودرو کنکورد مدل اسپورت با 4 محفظه، جنس پارچه سامسونگ خارجی و آستری داخلی، بند اتصال پشت صندلی و دسته دنده، توری نگهدارنده عینک و بطری، دهانه گشاد و استفاده آسان، ابعاد 18x12x23 سانتی‌متر","تنها ۲ عدد در انبار باقی مانده","۴.۴","۱۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1e329c512783c140549e9d95e2e92b0fa6e72423_1667989754.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","تایلیور فولادی ایران پتک مدل LW 2010 سایز 20 سانتی‌متر با ساختار کروم وانادیوم، سخت کاری شده و پوشش گالوانیزه","[object Object]","ارسال سریع دیجی‌کالا","۴.۳","[object Object]","۱۹۵,۴۰۰","https://dkstatics-public.digikala.com/digikala-products/65a6237f68ee90dbe90f202832737d906d18868c_1705071561.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آویز تزیینی خودرو طرح ساینا اس کد SAINA S","ارسال ۳ ساعته فروشنده","۴","[object Object]","۱۹۹,۷۰۰","[object Object]","[object Object]","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۳٪","۱,۸۳۰,۰۰۰","۲٪","۴,۴۰۰,۰۰۰"
"","کارواش خانگی رونیکس مدل RP-0100 با موتور القایی 1400 وات، فشار 100 بار، دبی 6.5 لیتر بر دقیقه، طول شلنگ 5 متر، مجهز به دو لنس قابل تنظیم، مخزن مواد شوینده و سیستم اتو استاپ برای کاهش استهلاک دستگاه","ارسال فروشنده","۴.۳","۳۴,۱۰۰,۰۰۰","","محافظ ضد سرقت درب خودرو مناسب پراید مدل 2580 بسته 9 عددی با قابلیت نصب در پشت دستگیره و دور شاسی درب و پوشش قفل درب موتور برای افزایش ایمنی و جلوگیری از باز شدن آسان توسط سارق","[object Object]","ارسال فروشنده","۴.۱","[object Object]","۶۲۰,۰۰۰","","اسپری انژکتور شور کی تی ام مدل GP5 PRO حجم 450 میلی‌لیتر","تنها ۲ عدد در انبار باقی مانده","۵","۱۹۲,۰۰۰","","حباب گیر باک دیناپارت کد 356 مناسب برای پراید","","تنها ۲ عدد در انبار باقی مانده","۵","[object Object]","۱,۰۰۰,۰۰۰","","برچسب پنل ضبط خودرو کالانیکس مدل BAR-PARS-100500 مناسب برای پارس مجموعه 21 عددی","","","","۲۴۵,۰۰۰","[object Object]","","","تنها ۲ عدد در انبار باقی مانده","","","","","",""
"","آرم تزئینی داشبورد خودرو مدل اسپرت سیلیکونی بسته چهارعددی مناسب برای تمام خودروهای برقی، بنزینی و دیزلی","موجود در انبار دیجی کالا","۴","۱۶۰,۰۰۰","","تسمه باربند جغجغه ای مدل S-5 با ظرفیت 2 تن، طول 5 متر و عرض 2.5 سانتیمتر، مناسب محکم کردن بار روی باربند خودرو و موتور سیکلت، دارای مکانیزم جغجغه ای با ضامن رهاسازی آسان و انعطاف‌پذیر برای سفرهای کوتاه و بلند مدت","[object Object]","ارسال سریع دیجی‌کالا","۴","[object Object]","۴۵۰,۰۰۰","","جک خودرو مدل F8 مناسب برای پژو با ظرفیت 2 تن و وزن 2 کیلوگرم","تنها ۳ عدد در انبار باقی مانده","۴","۷۳۴,۰۰۰","","برچسب چراغ خودرو سلفونی لندمون مدل SL1000 R به طول یک متر و عرض 30 سانتی‌متر، رنگ قرمز، جلوگیری از کدر شدن و ورود تشعشعات نور خورشید، افزایش مقاومت در برابر ضربه و خش، نصب آسان و زیباسازی چراغ خودرو","[object Object]","موجود در انبار دیجی کالا","۳.۹","[object Object]","۲۹۳,۸۲۰","","کیسه زباله خودرو کانگو مدل پویا از جنس برزنت ضد آب با دهانه کشسان و چسب تخلیه، دارای بند آویز مناسب برای استفاده در تمامی خودروها و قابل شستشو","","۳.۸","[object Object]","۱۵۹,۰۰۰","[object Object]","[object Object]","[object Object]","ارسال سریع دیجی‌کالا","","","۱۵٪","۸۶۰,۰۰۰","۲۶٪","۳۹۴,۳۹۰"
"","کاور ریموت خودرو فلزی سیلیکونی مدل دور فلزی شبرنگ مناسب برای دنا، دنا پلاس، سمند سورن و سمند سورن پلاس با مقاومت در برابر ضربه، خط و خش، ضد آب و دارای قلاب فلزی محکم و طراحی ارگونومیک","موجود در انبار دیجی کالا","۴.۲","۷۳۰,۰۰۰","","خز طاقچه عقب خودرو مناسب تمام مدل‌ها با ابعاد 13 در 130 سانتی‌متر، جنس پلاستیک نرم با پرز بلند و قابلیت شست‌وشوی آسان مدل AS0503","[object Object]","موجود در انبار دیجی کالا","۳.۹","[object Object]","۲۶۲,۲۱۰","","واکس لاستیک خودرو مدل لاسترمکس حجم 4 لیتر با محافظت کننده، براق کننده و تمیزکننده لاستیک و قسمت‌های پلاستیکی، مقاوم در برابر سرما و گرما، ضد گرد و غبار با ماندگاری 1 هفته و اقتصادی","","۳.۷","۵۹۸,۰۰۰","","خار موکت خودرو مدل PR2C بسته 10 عددی، مناسب برای انواع خودروها، قطر پولک 19 میلیمتر، ارتفاع پایه 16 میلیمتر و قطر پایه 7 میلیمتر","[object Object]","ارسال سریع دیجی‌کالا","۳.۸","[object Object]","۶۶,۸۵۰","","آرم خودرو طرح GT Line مدلG111 مناسب برای فیدلیتی","ارسال ۳ ساعته فروشنده","۳.۹","[object Object]","۳۸۷,۵۱۰","[object Object]","","","","","","۸٪","۶۵۰,۰۰۰","",""
"","آینه وسط خودرو درجه دار مدل 01 مناسب برای پژو 2008، پژو 206، پژو 207، پژو 405، پژو پارس، دانگ فنگ HC Cross، اپل آسترا، اپل کورسا، اپل وکترا، ام وی ام X33 و سایر خودروهای سواری و وانت","موجود در انبار دیجی کالا","۳.۸","۲۸۰,۰۰۰","","تشک بادی صندلی عقب خودرو مناسب پژو 405 مدل Quees با پمپ باد برقی و دو کوسن بادی، طراحی ارگونومیک، رویه مخملی ضدتعریق، پایه‌های بادی سرخود، تحمل وزن تا 150 کیلوگرم و نصب و جمع‌آوری آسان","[object Object]","ارسال فروشنده","۳.۸","[object Object]","۳,۵۹۹,۰۰۰","","آفتابگیر شیشه خودرو پاسیکو مدل P518 مناسب برای لیفان X60 بسته 4 عددی","","۳.۸","۷۹۵,۰۰۰","","جارو برقی شارژی دستی مدل AS-228 با مکش 4500 پاسکال، ظرفیت باتری 2000 میلی‌آمپر ساعت، قابلیت استفاده خشک و مرطوب، قدرت 60 وات، وزن 500 گرم، ظرفیت مخزن 0.1 لیتر و همراه با 3 سری کاربردی برای تمیز کردن خودرو","[object Object]","موجود در انبار دیجی کالا","۲.۸","[object Object]","۵۰۱,۹۰۰","","برچسب قفل صندوق خودرو کالانیکس مدل BAR-PARS-100146 مناسب برای پژو پارس","ارسال ۳ ساعته فروشنده","۳.۴","[object Object]","۸۰,۰۰۰","[object Object]","[object Object]","[object Object]","ارسال فروشنده","","","","","",""
"","پولیش واکس کی وان مدل K68 مخصوص خودروهای مشکی، وزن 250 گرم، پولیش نرم بدون سیلیکون با قابلیت حذف خش‌های سطحی، افزایش درخشندگی و محافظت از رنگ بدنه خودرو","موجود در انبار دیجی کالا","۴","۷۰۰,۰۰۰","","جاسوئیچی خودرو مدل دنده فلزی با ابعاد 10 در 3 در 2 سانتی‌متر و وزن 30 گرم","[object Object]","موجود در انبار دیجی کالا","۳.۸","[object Object]","۱۷۴,۰۰۰","","کفپوش پنج‌بعدی چرمی خودرو مناسب تویوتا کرولا کراس 2024، 4 تکه، ضدخش و بدون لغزش با فوم EVA و آستر نانو، مقاوم در برابر گرما و سرما و قابلیت شستشو","تنها ۳ عدد در انبار باقی مانده","۳.۷","۶,۸۰۰,۰۰۰","","ضربه‌گیر درب خودرو اطلس مدل S129-L، مجموعه 4 عددی از پلاستیک با چسب فومی مقاوم در برابر نور خورشید و فشار کارواش، مناسب نصب روی درب‌های جلو و عقب راست و چپ خودرو، قابل تنظیم و نصب آسان","[object Object]","موجود در انبار دیجی کالا","۴.۷","[object Object]","۲۸۷,۰۰۰","","صداگیر قفل درب خودرو مدل orm مناسب پژو 405، پژو پارس، سمند، سمند LX، سمند سورن، دنا و دنا پلاس، پلاستیکی، نصب در چهار درب جلو و عقب، مجموعه 4 عددی","","۳.۶","[object Object]","۳۰۰,۰۰۰","[object Object]","[object Object]","[object Object]","موجود در انبار دیجی کالا","","","۳٪","۲۹۷,۰۰۰","۱۲٪","۳۴۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/562178.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کارواش خانگی رونیکس مدل RP-0100 با موتور القایی 1400 وات، فشار 100 بار، دبی 6.5 لیتر بر دقیقه، طول شلنگ 5 متر، مجهز به دو لنس قابل تنظیم، مخزن مواد شوینده و سیستم اتو استاپ برای کاهش استهلاک دستگاه","ارسال فروشنده","۴.۳","۳۴,۱۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/095c077bb14dd6371dcbc836448730916db2bd33_1594652622.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","محافظ ضد سرقت درب خودرو مناسب پراید مدل 2580 بسته 9 عددی با قابلیت نصب در پشت دستگیره و دور شاسی درب و پوشش قفل درب موتور برای افزایش ایمنی و جلوگیری از باز شدن آسان توسط سارق","[object Object]","ارسال فروشنده","۴.۱","[object Object]","۶۲۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/448057927dfd3a42960ad0f956e6e4c04732de51_1780410408.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","اسپری انژکتور شور کی تی ام مدل GP5 PRO حجم 450 میلی‌لیتر","تنها ۲ عدد در انبار باقی مانده","۵","۱۹۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/110458119.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","حباب گیر باک دیناپارت کد 356 مناسب برای پراید","","تنها ۲ عدد در انبار باقی مانده","۵","[object Object]","۱,۰۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1b95b724234dbde7186d54c5174ff6eef3f76170_1779653031.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب پنل ضبط خودرو کالانیکس مدل BAR-PARS-100500 مناسب برای پارس مجموعه 21 عددی","","","","۲۴۵,۰۰۰","[object Object]","","","تنها ۲ عدد در انبار باقی مانده","","","","","",""
"https://dkstatics-public.digikala.com/digikala-products/59a5b7dede9b1fbcdb61393409ab4ddb1ee337c7_1765282741.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آرم تزئینی داشبورد خودرو مدل اسپرت سیلیکونی بسته چهارعددی مناسب برای تمام خودروهای برقی، بنزینی و دیزلی","موجود در انبار دیجی کالا","۴","۱۶۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/cb444e473e253b5bb8c18eb6f676a584b5547385_1716563805.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","تسمه باربند جغجغه ای مدل S-5 با ظرفیت 2 تن، طول 5 متر و عرض 2.5 سانتیمتر، مناسب محکم کردن بار روی باربند خودرو و موتور سیکلت، دارای مکانیزم جغجغه ای با ضامن رهاسازی آسان و انعطاف‌پذیر برای سفرهای کوتاه و بلند مدت","[object Object]","ارسال سریع دیجی‌کالا","۴","[object Object]","۴۵۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/6fd8d8f4ce8b3f52d7992a7546086ef2fa41c0ac_1643754120.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","جک خودرو مدل F8 مناسب برای پژو با ظرفیت 2 تن و وزن 2 کیلوگرم","تنها ۳ عدد در انبار باقی مانده","۴","۷۳۴,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/0a2b1c265d5d557922a72d01a3911f3843babf56_1708166292.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب چراغ خودرو سلفونی لندمون مدل SL1000 R به طول یک متر و عرض 30 سانتی‌متر، رنگ قرمز، جلوگیری از کدر شدن و ورود تشعشعات نور خورشید، افزایش مقاومت در برابر ضربه و خش، نصب آسان و زیباسازی چراغ خودرو","[object Object]","موجود در انبار دیجی کالا","۳.۹","[object Object]","۲۹۳,۸۲۰","https://dkstatics-public.digikala.com/digikala-products/3be87c6c8772f9ca7e3138dafa2addeaac8f4ac8_1619435361.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کیسه زباله خودرو کانگو مدل پویا از جنس برزنت ضد آب با دهانه کشسان و چسب تخلیه، دارای بند آویز مناسب برای استفاده در تمامی خودروها و قابل شستشو","","۳.۸","[object Object]","۱۵۹,۰۰۰","[object Object]","[object Object]","[object Object]","ارسال سریع دیجی‌کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۵٪","۸۶۰,۰۰۰","۲۶٪","۳۹۴,۳۹۰"
